Sample	-247.5	-242.5	-237.5	-232.5	-227.5	-222.5	-217.5	-212.5	-207.5	-202.5	-197.5	-192.5	-187.5	-182.5	-177.5	-172.5	-167.5	-162.5	-157.5	-152.5	-147.5	-142.5	-137.5	-132.5	-127.5	-122.5	-117.5	-112.5	-107.5	-102.5	-97.5	-92.5	-87.5	-82.5	-77.5	-72.5	-67.5	-62.5	-57.5	-52.5	-47.5	-42.5	-37.5	-32.5	-27.5	-22.5	-17.5	-12.5	-7.5	-2.5	2.5	7.5	12.5	17.5	22.5	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5	137.5	142.5	147.5	152.5	157.5	162.5	167.5	172.5	177.5	182.5	187.5	192.5	197.5	202.5	207.5	212.5	217.5	222.5	227.5	232.5	237.5	242.5	247.5
SNI_Sal_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4008.0	61209.0	66383.0	70270.0	70636.0	70561.0	70551.0	69163.0	65863.0	61454.0	55109.0	46690.0	39083.0	31165.0	25369.0	19890.0	16410.0	13609.0	11930.0	10640.0	9557.0	8677.0	7956.0	7346.0	6761.0	6195.0	5564.0	5340.0	4856.0	4366.0	4292.0	3718.0	3403.0	3231.0	2951.0	2555.0	2543.0	2264.0	2075.0	1946.0	1783.0	1666.0	1492.0	1322.0	1228.0	1197.0	1109.0	983.0	932.0	841.0	758.0	727.0	642.0	601.0	538.0	456.0	433.0	421.0	380.0	349.0	349.0	343.0	282.0	286.0	224.0	237.0	214.0	174.0	164.0	155.0	151.0	116.0	136.0	128.0	101.0	96.0	105.0	88.0	95.0	73.0	76.0
SNI_Sal_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2385.0	32526.0	37312.0	41389.0	41900.0	41956.0	42619.0	42779.0	42895.0	43060.0	42551.0	42649.0	41257.0	39853.0	40058.0	36427.0	35642.0	31878.0	29237.0	25466.0	21448.0	18783.0	16325.0	14305.0	12352.0	10784.0	9859.0	9596.0	9105.0	9397.0	13775.0	7083.0	7450.0	6975.0	6161.0	5958.0	4921.0	4593.0	4300.0	4144.0	3879.0	4124.0	3590.0	3298.0	3049.0	2692.0	2702.0	2403.0	2429.0	2273.0	2047.0	1751.0	1641.0	1449.0	1416.0	1501.0	1221.0	1109.0	1050.0	1124.0	934.0	871.0	774.0	764.0	777.0	644.0	618.0	560.0	549.0	548.0	440.0	422.0	352.0	381.0	384.0	324.0	299.0	280.0	268.0	242.0	255.0
SNI_Sal_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3107.0	50389.0	55820.0	60503.0	60220.0	60185.0	59459.0	59500.0	58195.0	57276.0	55682.0	53208.0	51623.0	47272.0	44629.0	39139.0	35127.0	28064.0	23047.0	16859.0	12577.0	8745.0	6691.0	5463.0	4526.0	4009.0	3761.0	3217.0	3037.0	2639.0	3304.0	2052.0	1907.0	1721.0	1530.0	1402.0	1281.0	1155.0	1057.0	912.0	815.0	771.0	704.0	627.0	557.0	523.0	464.0	466.0	368.0	294.0	293.0	276.0	247.0	210.0	194.0	180.0	168.0	152.0	126.0	126.0	103.0	88.0	74.0	67.0	79.0	61.0	43.0	51.0	56.0	52.0	38.0	38.0	35.0	25.0	36.0	24.0	29.0	18.0	12.0	15.0	24.0
SNI_Sal_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1888.0	39780.0	43757.0	44330.0	44864.0	45355.0	45316.0	44949.0	45166.0	45119.0	44339.0	43848.0	41727.0	40737.0	38465.0	35793.0	33414.0	29536.0	26427.0	22664.0	20310.0	17580.0	16064.0	14320.0	13119.0	11837.0	10934.0	10114.0	9319.0	8722.0	10753.0	7786.0	7190.0	6864.0	6640.0	5954.0	5199.0	4778.0	4577.0	3973.0	3571.0	3381.0	3276.0	2536.0	2726.0	2140.0	2226.0	1919.0	1846.0	1653.0	1492.0	1371.0	1286.0	1209.0	1050.0	967.0	856.0	810.0	720.0	810.0	663.0	581.0	505.0	506.0	408.0	443.0	441.0	354.0	306.0	313.0	301.0	257.0	238.0	228.0	214.0	182.0	170.0	140.0	133.0	135.0	106.0
SNI_oxy_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3309.0	58291.0	64726.0	66403.0	66361.0	64076.0	63568.0	60762.0	58575.0	54777.0	51945.0	47966.0	44538.0	39732.0	36692.0	31215.0	27939.0	22540.0	19235.0	14927.0	11973.0	9403.0	7746.0	6907.0	6013.0	5541.0	4842.0	4448.0	4067.0	3613.0	4314.0	2982.0	2700.0	2461.0	2183.0	2005.0	1823.0	1651.0	1482.0	1387.0	1192.0	1119.0	1009.0	896.0	850.0	757.0	680.0	666.0	562.0	471.0	491.0	442.0	384.0	377.0	327.0	316.0	267.0	216.0	195.0	180.0	188.0	151.0	178.0	170.0	126.0	129.0	121.0	85.0	95.0	87.0	65.0	74.0	51.0	56.0	47.0	60.0	51.0	35.0	36.0	31.0	38.0
SNI_oxy_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2917.0	48900.0	54280.0	55662.0	55066.0	53226.0	52287.0	49551.0	48172.0	44781.0	42630.0	39260.0	37011.0	33634.0	31550.0	28709.0	26689.0	24094.0	22361.0	20040.0	18700.0	16973.0	15782.0	14168.0	13315.0	12506.0	11541.0	10449.0	9427.0	8887.0	9401.0	7355.0	6728.0	6276.0	5746.0	5207.0	4632.0	4267.0	3920.0	3693.0	3241.0	2973.0	2637.0	2498.0	2248.0	2056.0	1863.0	1674.0	1572.0	1386.0	1312.0	1133.0	1060.0	989.0	870.0	834.0	778.0	658.0	652.0	589.0	552.0	497.0	474.0	440.0	363.0	342.0	338.0	297.0	270.0	241.0	230.0	210.0	191.0	195.0	172.0	149.0	157.0	124.0	137.0	107.0	101.0
SNI_oxy_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2513.0	46004.0	49681.0	50510.0	50115.0	50450.0	49568.0	49296.0	47985.0	46577.0	44763.0	43233.0	40586.0	39007.0	35919.0	33594.0	30550.0	26911.0	23820.0	20919.0	17886.0	15717.0	14000.0	12888.0	12173.0	11267.0	10352.0	9488.0	8834.0	8213.0	7938.0	6769.0	6329.0	5892.0	5245.0	4907.0	4535.0	4119.0	3816.0	3519.0	3228.0	2910.0	2818.0	2522.0	2220.0	2143.0	1935.0	1723.0	1746.0	1528.0	1373.0	1348.0	1138.0	1122.0	980.0	914.0	816.0	777.0	763.0	707.0	627.0	587.0	543.0	487.0	446.0	385.0	420.0	359.0	310.0	287.0	300.0	260.0	232.0	238.0	213.0	191.0	199.0	201.0	142.0	144.0	156.0
SNI_oxy_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2427.0	48189.0	52677.0	53777.0	53994.0	54259.0	53781.0	54206.0	53521.0	52577.0	51308.0	50095.0	48079.0	45715.0	42617.0	39003.0	35232.0	29553.0	25440.0	18898.0	14820.0	11277.0	9222.0	8208.0	7317.0	6684.0	6360.0	5723.0	5423.0	5013.0	4638.0	4108.0	3830.0	3395.0	3192.0	2912.0	2643.0	2466.0	2269.0	2024.0	1884.0	1770.0	1560.0	1456.0	1294.0	1229.0	1070.0	971.0	881.0	831.0	787.0	683.0	625.0	554.0	516.0	489.0	409.0	421.0	372.0	304.0	316.0	257.0	246.0	231.0	227.0	163.0	170.0	178.0	143.0	138.0	120.0	114.0	105.0	100.0	90.0	76.0	90.0	75.0	78.0	55.0	53.0
Sham_Sal_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2550.0	42196.0	47125.0	49381.0	51353.0	50702.0	52556.0	52095.0	53701.0	52887.0	54458.0	53266.0	54159.0	50954.0	50428.0	44581.0	41889.0	33439.0	28112.0	20349.0	15419.0	11062.0	8721.0	7183.0	6383.0	5703.0	5163.0	4720.0	4343.0	3890.0	3842.0	3246.0	2979.0	2724.0	2346.0	2187.0	1980.0	1807.0	1609.0	1504.0	1385.0	1249.0	1129.0	1038.0	957.0	840.0	810.0	733.0	626.0	588.0	545.0	503.0	407.0	384.0	324.0	351.0	294.0	248.0	228.0	271.0	223.0	184.0	174.0	176.0	145.0	128.0	102.0	97.0	90.0	103.0	85.0	71.0	59.0	73.0	46.0	42.0	53.0	41.0	34.0	41.0	40.0
