Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
SNI_Sal_1	0.5522078518297289	0.601398002035883	0.6473150363785602	0.6912261094635558	0.7345576243348709	0.7813881723720473	0.8272238200878811	0.8744225552849035	0.9112159502320206	0.9449084915531623	0.9738627154380582	1.0185255144193792	1.0375037521675528	1.055720244762252	1.0744778224673837	1.0882959405759822	1.093751497285242	1.1073717323787087	1.1115840474049246	1.1169974396279534	1.1254147302842985	1.130169481988309	1.1390378291115573	1.1479229740679708	1.154461937186284	1.1629722017741666	1.1751568425607206	1.1808434556019705	1.1818785929052242	1.1823654389571085	1.1834488838128283	1.1891531186339075	1.1915190785143155	1.1914482584618242	1.1935992886318625	1.1939956034428643	1.1937285202753782	1.1929663134312132	1.189558380640935	1.1888700360111886	1.1872246882251827	1.1842465731808658	1.1838599053405534	1.1855164774543343	1.1821791548457075	1.1729036065080054	1.1567439165413087	1.1544351151060994	1.1466691270537506	1.1434802047937453	1.1425844819559996	1.1397113553718516	1.133169520432445	1.128707741773539	1.1223495291651209	1.118132113731332	1.1129393177846019	1.1113391206874148	1.1102141573164535	1.1042021649253737	1.1036628765429934	1.0996447381629744	1.0946136621788447	1.0903713442753222	1.0863979183313683	1.076691065391393	1.0685108747034675	1.0607703220213456	1.0546284514651347	1.0520483013566517	1.0408244205974846	1.039137151756957	1.0373206885715147	1.034607924953803	1.0326489284247038	1.0299024294157184	1.0219218743405276	1.0142293644133118	1.0057538307308937	1.0025872940495761	0.9959475639339463	0.9869390949699445	0.9773896245367645	0.967930172696449	0.9523031060548278	0.9367924176688053	0.9133578135932549	0.89193504027218	0.8657258777990691	0.8329583824115994	0.7930434606984856	0.7459906649932732	0.6951882827785982	0.6381727590902477	0.5741537267236154	0.508199059782569	0.42846965251346114	0.3274087896441583	0.20290851696282605	0.06583897260428491
SNI_Sal_2	0.21003875947232803	0.3262906377379082	0.4199621690847425	0.5378801762472936	0.661996989133631	0.7476933191840804	0.8261636198042361	0.8857840904607093	0.8456352999843483	0.8010354394398387	0.7053687501158178	0.7000624120627559	0.7513945565282436	0.7781316120592	0.8491416490545232	0.9000629036053708	0.952358146704922	0.9485533764482165	0.9819986766757469	0.9953923196911929	0.9782842126371901	0.9201659575242481	0.8433406585317277	0.7807734208549205	0.7563935518768234	0.7580573980170267	0.7362839728157502	0.7668704318514167	0.795285175420388	0.781595401643681	0.8759834073600272	0.9057912743246884	0.988941122762577	1.0475150234419557	1.1285494505314349	1.2098266784468192	1.3376604041983091	1.4702020997265057	1.4844820650899455	1.5012102901015574	1.4663406106055903	1.4612506738059097	1.447337138488433	1.4378621921728332	1.4050040011167941	1.3705018791752948	1.3326602661469946	1.4051073356780686	1.4742631312424659	1.4881442616427827	1.5021775544340112	1.4232177175870269	1.344769924915009	1.3095277497135551	1.2087341021418947	1.1819435000413203	1.1567030584959102	1.151261556109027	1.1682475903497385	1.2251611803654827	1.1874840085504177	1.2691650107857315	1.3715371942710843	1.347569310463673	1.3390211636996587	1.2859649984585406	1.261594052807007	1.2124574468915346	1.1754320434230896	1.2228161341083952	1.2149734896870934	1.1751204229134222	1.1664220302602424	1.1416504885304604	1.1828358261938463	1.187258020315708	1.142491666864377	1.0939312039727633	1.0716952546760694	1.159848551893756	1.2730027707639038	1.4281315699076031	1.585594080272041	1.6353972989615397	1.523004816834543	1.4199466420052753	1.167789136370916	0.7907550613172533	0.6592307076477619	0.5210437350502681	0.4390347377696886	0.3747143171996163	0.22608031985461174	0.248302083257216	0.213084685089543	0.1832242623659574	0.12653783624766402	0.06795880084694961	0.041918396750147136	0.013608097840369903
SNI_Sal_3	0.5094002219759497	0.5531441445618804	0.5970736942494214	0.6407403645542707	0.688136074623453	0.7346643084170787	0.7775078966753143	0.820395848571636	0.8581434836410662	0.8906622078887791	0.9233765202752734	0.9739148242902781	0.9971943242831994	1.021698322422668	1.0444880905903116	1.0630433465635054	1.0721648170460458	1.089503804223879	1.0974522004824339	1.1059270770434613	1.1152296297402995	1.1211214299839578	1.1268647343416058	1.136083722088941	1.1427427033787547	1.154488490866081	1.1687403619267016	1.1753037460123172	1.1802363051548557	1.1775331127252813	1.17552308182617	1.1802234711517865	1.183274713187719	1.182257068013638	1.1847921822864753	1.1885053944447235	1.1932875432218928	1.1966299912017626	1.1907460204584421	1.1871813497832087	1.1848739382421103	1.1840180324031881	1.1857200829558732	1.189031375223051	1.1890242906454063	1.1763724606699677	1.1605046509840333	1.1585416070617807	1.1503871494379172	1.1453697762750374	1.1437784213995044	1.1369266161324851	1.1257810917225597	1.1166785304678597	1.107656350224151	1.1079638862978067	1.1055696399680703	1.1068737495332674	1.1068750627238568	1.1017860516470321	1.0989479514773592	1.0986460491948056	1.0963611474866277	1.0931850527824967	1.0907890752057998	1.0813022243254728	1.0783769097456308	1.0740923215352245	1.0726172774196667	1.0754050623620046	1.0691571885936164	1.0679986645453574	1.067986781695347	1.0665846263797423	1.0650609584903679	1.064046398908533	1.0571003451867969	1.0484803820394688	1.038145995683515	1.0336989002559538	1.0241938261982557	1.0167646329176216	1.006540533677575	0.9967865079359839	0.9817064930491887	0.9663202741872952	0.9406964577398954	0.9187862273052065	0.8930004772373682	0.8633770882541612	0.824717803282011	0.7783865838278573	0.7247232208937945	0.6680083350503204	0.6065145247093368	0.5405950280633719	0.459755991211764	0.3552883381197621	0.22145509525740584	0.07126985957856846
SNI_Sal_4	0.2115251253980521	0.4093209732899168	0.5575864280746103	0.6996712444533149	0.8698001125841145	1.021695038859121	1.1413059850493321	1.2336281428570648	1.2242380206752776	1.2477301665662188	1.171878910988718	1.283703042002206	1.2828447971801753	1.3079494187634144	1.3286413436948363	1.360602121520157	1.2921873200923946	1.169566362428672	1.1168654368260975	1.1334827071339668	1.1376439598866694	1.1301544681986162	1.1215807823007011	1.0847256644415355	1.1430553896073274	1.181784537218179	1.2296046617035512	1.2185499160539672	1.2194904191696034	1.2384711891488303	1.2090543257789375	1.1373092098534747	1.0290361879790662	0.9989295578649838	1.0007983205616493	1.110291639744533	1.2047175612521253	1.2931376859340689	1.3662109528913993	1.4456448146638898	1.4497057354057499	1.4677303552600112	1.4905933066090986	1.4015063328015598	1.3119874561734066	1.246468549516984	1.173779255624883	1.1547787522652349	1.1279855565502752	1.0418707156547666	1.0352872039431078	1.1304289049624345	1.1697201367269743	1.1869544612770613	1.1683070110411822	1.1218959701434221	1.1573216332006935	1.17375687482408	1.1659615696687486	1.155238192204206	1.1436882596488753	1.1654191207657447	1.1299453556810128	1.0326279306021378	0.9538370207413309	0.9034383017035871	0.873919749639945	0.9277409810677522	0.9597796015591319	0.9936181376189481	1.02888143104044	1.0905146371640095	1.1161818511580208	1.0859276861030256	1.0652718486143975	1.036919681726449	1.0204970327923981	1.0008968283318067	0.9519893260630081	0.9138057085757487	0.9592215971549861	0.9949906702032258	1.0550609404475983	1.064816499691987	1.0401902628008166	1.0133022516072738	0.9170909319636504	0.7578142357169824	0.6520946076426765	0.5431584902389279	0.3836059569674846	0.292233556000508	0.21707997353512248	0.21014978797512748	0.18902848108802384	0.15766409359206118	0.1184096861634287	0.08047343526834011	0.047594825815872155	0.015427308983530688
SNI_oxy_1	0.5338474974808995	0.5829211786358566	0.627280116534886	0.6678467189950221	0.7106788136142489	0.7565491603123919	0.8018867735789519	0.8560026378356806	0.8949740337098364	0.9326539150033684	0.9674519075803566	1.0274423572727545	1.0494536686618294	1.0724176654007713	1.0948044674202702	1.111721560297709	1.117674377069029	1.1352555669592193	1.1503765787608329	1.158851186208407	1.1677616763418301	1.1738780799828745	1.1814014745859387	1.190750761670056	1.1966999026018623	1.205322328944341	1.2177145858206155	1.2214165054658384	1.2240255269008866	1.2245823520408405	1.228858837370451	1.2356012512128491	1.2375211156562014	1.2358730131695246	1.2318983715025815	1.230484834229873	1.228768245804709	1.2277771417976102	1.2209707905223088	1.2168576395151067	1.215493195505823	1.2131006461397613	1.2179049200052536	1.219180239194593	1.2146350518918898	1.2034049690995923	1.1827316228646014	1.179963994189071	1.1688067844516759	1.1621845937037358	1.1583643494839306	1.1520986412752616	1.142221935660659	1.1357000493160103	1.1256214583566322	1.117858272476273	1.110503838140459	1.1060073574552407	1.0998708553029166	1.0900716579690206	1.087201644391373	1.0834409572890669	1.0762165896222875	1.069168741272363	1.065217647494013	1.055728126477744	1.0498432008997214	1.0416289667366108	1.032678895979488	1.0294999575130663	1.020839344512838	1.0185231332328062	1.017106187943115	1.0138109141631018	1.0034438121682352	0.9953423254343169	0.9870190234709406	0.9796863871246465	0.9710265939525673	0.967755222879408	0.9603136804971638	0.9511938999110547	0.9378396133158953	0.9265943066926923	0.9115024944217365	0.8963738955402469	0.8738862410012713	0.8534715995706624	0.8282500081223045	0.7968259036807569	0.75856042011907	0.7124061742673321	0.6633453212498855	0.6080622108590255	0.5468628535777148	0.48254995089726954	0.4041177198080217	0.30678019913074983	0.1903027534999561	0.06160403232845758
SNI_oxy_2	0.5252867889166831	0.5605357648266834	0.5980709332279647	0.6350058440257288	0.6750906048899835	0.7175900738532208	0.7584455868931359	0.7968683041593945	0.8304782813387295	0.8623956739401941	0.8931628726138621	0.9374751892348031	0.9584953278641929	0.9779240083198923	0.9981984352839965	1.017997217269966	1.0321804583711502	1.0489101956011655	1.0597553763978453	1.0690747692205758	1.0810502947382443	1.0892847048679952	1.1003716920131426	1.1104368782763316	1.1178471397901049	1.1269203209993435	1.138244995689505	1.1449250308564192	1.1486730787372534	1.1536179177702979	1.1607183644558037	1.1691648268109502	1.1728189941394598	1.1768221352011947	1.1824365738324152	1.1867529487359325	1.1892310219181856	1.1907534122599943	1.1875070303144108	1.1881527433494026	1.1911093596266003	1.192549022128759	1.197693383552831	1.20323479956101	1.202229232022494	1.1999990480706542	1.1919287130649243	1.1889729109022673	1.1778574721834594	1.1744040506314175	1.1729768134605643	1.169095413106518	1.1623218825004131	1.155578322274398	1.1465189541968295	1.1406246005265834	1.135587597321933	1.1340243643468666	1.131683919444673	1.1269484625763473	1.1264639386316775	1.1251754120788793	1.1231027573562637	1.1200529312182805	1.1183825193984305	1.111849737379353	1.1088068323193807	1.1044996147207347	1.0974123224853218	1.0953158562677463	1.0872775347728054	1.0841910233094514	1.0832635595987283	1.0808515184185987	1.0785314811729323	1.074014124343288	1.0638252867747362	1.055449560952725	1.0455461106213568	1.0409593411620897	1.03218230834452	1.0217569423867965	1.0120763944547944	1.0018918251400408	0.9840203159924714	0.9680645605444442	0.9443709641841054	0.9227589237983072	0.896594697890092	0.8625238388001941	0.8219336377635886	0.7723962920784482	0.7202167236284949	0.6620114604717737	0.597108008490542	0.5276576084349102	0.4427055340243095	0.33940072052899833	0.2118917085262244	0.06945593902909895
SNI_oxy_3	0.5449696772835428	0.5851914314711545	0.6258539058288766	0.6659223756890891	0.7086400205998318	0.7540537152683133	0.7969664842898575	0.8414779437046555	0.8743189820418296	0.9073521971101453	0.9382856102525924	0.9871993199826398	1.0058567998733494	1.0242400870290265	1.0440030867370564	1.06239349648685	1.0740223292948383	1.0900715351686505	1.0979222110734328	1.106743551821957	1.1180692095774638	1.124620222739914	1.1335352135024939	1.1429121544907708	1.1507095557471196	1.1593616026803908	1.1707281574146462	1.1750025810359264	1.1774341953872964	1.1793085724065255	1.1829582820411466	1.191232553246222	1.1932369707499513	1.1950971296148052	1.1996389514487866	1.2029512016475	1.2053178582391062	1.2061831790978939	1.20138271226892	1.2009119699954038	1.2012297537609908	1.2010864040894178	1.2047427867948717	1.2071169833222812	1.2040742531612656	1.1982710121717037	1.1872218248794606	1.1840500755826315	1.1733359256636273	1.1688828112849081	1.1663071005265127	1.1604206561051238	1.1533705577637803	1.1462252529799777	1.135920080308751	1.1285903734025664	1.1199775833838252	1.1174662692544604	1.1150428825543064	1.1094835790268147	1.107639199843707	1.1049275708391715	1.101835046332441	1.0993922747851719	1.0966731205406404	1.0887204434665423	1.0833732098695918	1.0772720633506474	1.0710924116085827	1.0688489396970968	1.0614546924722095	1.057713822256787	1.0553444436141755	1.0514538323080387	1.0474959752195483	1.0423130577906028	1.0310211872373773	1.022162363074925	1.01212598737781	1.0065654019742531	0.998042674251223	0.9863785993540585	0.9734917182830647	0.9638567423686026	0.9472521624427135	0.9317472637018693	0.908123977427388	0.8854303156408246	0.8580447435848392	0.8240220820805614	0.7836861046908946	0.7366032214358046	0.6876070298130027	0.631122918175046	0.5667573446162291	0.4993109051506756	0.41830229376286904	0.32023914652801605	0.19892405368160476	0.06473845899415144
SNI_oxy_4	0.5254944648862063	0.5725039948268771	0.6189687537275969	0.6637652273005551	0.7124876613177501	0.7626323405600594	0.8082154419499897	0.854479503574874	0.8893333954075744	0.9190503828000345	0.946188818376004	0.9984788244162243	1.0191158686855029	1.0427249874768962	1.0658553584273442	1.084767442110488	1.091424428675542	1.1062059776395639	1.1130703522874452	1.1188683617430617	1.1264975295564577	1.1312255629297345	1.1359381731503655	1.1439268833739058	1.1496818399365407	1.1577129572535028	1.170057209913451	1.1731139618230664	1.175911498832652	1.1732659360253515	1.171649157481161	1.1765549136559204	1.177108190164722	1.176226909721617	1.1762017045110058	1.17957474038748	1.1832032910460655	1.1856879764373707	1.179378637335141	1.178747232201598	1.1786365139393966	1.178251759168272	1.1814716646260606	1.1854456093840255	1.182968030033726	1.1717485673362784	1.1579484981397858	1.1564522169807934	1.1495774087681947	1.1446313033261482	1.1429311798340243	1.1404772574681528	1.1315651873519836	1.1244531565199662	1.1162521818253075	1.1146493011704655	1.1109850002692092	1.109572556533415	1.10828092356463	1.1039716741710595	1.103836033628307	1.1016594647193825	1.0976136984414226	1.0955359301200618	1.0929972558224388	1.0841118230173725	1.0792984810643333	1.073558616915588	1.068003028697281	1.0693936705573706	1.063010045233028	1.060843887926039	1.0578907511304672	1.0537359873470509	1.0509198506303696	1.0476595661520383	1.0380917494253852	1.0296987661564867	1.0214774114601592	1.01557107931267	1.007008233004199	0.9977651686821217	0.9888435620859066	0.9821985841609931	0.9691905641239963	0.9540225217884295	0.9297011623334206	0.9079940904758202	0.8815706178059151	0.8484349680952493	0.8069128240177754	0.7591647709967535	0.7087412850889435	0.6525595304711479	0.589525566316479	0.5235387028631112	0.44354703238373316	0.34022049835912904	0.2109693205621114	0.06761801628991815
Sham_Sal_1	0.5554834696197741	0.6058836609231621	0.6540752842127381	0.6979341482667989	0.7437594977201536	0.7892441613761989	0.8312899358078019	0.8749764009662835	0.9092766233578649	0.941718764897932	0.9702930829408282	1.020523523377564	1.04252651796772	1.065002578747739	1.086278327445491	1.1034268984285922	1.1109410517362341	1.128126965799444	1.1343866838523042	1.1395206359977745	1.1462723525878584	1.1504198148799505	1.1545444984095061	1.1591535363076186	1.1630944174524034	1.170204549982572	1.1806780200521327	1.1818837265960798	1.1830879914623875	1.1811158386012524	1.1808477904459571	1.1861082564195227	1.1880681556924253	1.1866482909006404	1.1844553167448626	1.1865786691658358	1.1861843574388868	1.1832079110847347	1.1753934101493666	1.1703918996083327	1.1675918748561969	1.1661541429792044	1.170338234224284	1.173621891135323	1.1729888310614434	1.166296335854911	1.154385175055847	1.1535518299104934	1.1460377168642841	1.1420282080396935	1.139056382360621	1.1333579716594435	1.124110696353114	1.1177831874511184	1.106675090336104	1.1030309857273288	1.0980083743181697	1.0961636088099325	1.0937877984790716	1.0870482477767316	1.086391737103191	1.087879119090113	1.0836391854898675	1.079785257051724	1.0751853807238	1.0646608586052053	1.0609401013336839	1.055523046355748	1.0514992109299273	1.0504487656266543	1.0453010278644466	1.0442438530670497	1.0428069151205022	1.0377964196227056	1.034342562418476	1.0322682999192017	1.0245632069434112	1.0157811438678568	1.004518984501697	1.0015160118319986	0.9951339347262192	0.9872459866524436	0.9781888497816051	0.968312440110408	0.9514130520422697	0.9366553816248914	0.91603088753326	0.8971924334860942	0.8739230259956262	0.8426392599434989	0.8049558288198545	0.7555321871115444	0.7035477820769517	0.6485447106767527	0.5858790870937286	0.5177873982258038	0.4359687594629887	0.33312661646785535	0.2068693112309591	0.06693837879193357
Sham_Sal_2	0.5323873550728836	0.5763383590761484	0.6180147899292648	0.6591552411736943	0.7031542522910975	0.7494143020638208	0.7933942278321648	0.8397100176194119	0.874616188946517	0.9071211646933632	0.9354106916307064	0.9844928251082461	1.0049448336700861	1.0264911531335732	1.0468964483527354	1.0661535765403531	1.0757766668974937	1.0902652040139063	1.0958185679880064	1.1014387956433802	1.1093051802097176	1.1154031957945392	1.1229728719163716	1.1327367108516142	1.1410486911332798	1.150566962101763	1.1629314051718072	1.167762228300383	1.1708092133181998	1.1708807846779927	1.1711521354327281	1.1768310998474245	1.179380618846667	1.1812736761396725	1.1839299493389421	1.1882134175828607	1.1907920769126088	1.1912641487697642	1.186753637012476	1.1871729101231547	1.1871619179350128	1.1859387851064447	1.1882891970829759	1.1893267798637248	1.1847105581743478	1.175932738409521	1.1643221458627304	1.1645149192244788	1.1573736264378593	1.1545282512755595	1.15439997026121	1.1529906407606256	1.147618838032102	1.142812542880829	1.1352606547416098	1.1314017537759735	1.1250910013494688	1.1222764194022425	1.1205762090971607	1.1162718095275412	1.1151735103394365	1.1117346854125192	1.1051222043583044	1.1019460228347595	1.0990409141894895	1.0919572877071884	1.0882287459743538	1.0828406267595934	1.0768018206926675	1.0757118674671162	1.0692093392326822	1.0673514053977764	1.0640621975796618	1.059514439442774	1.056136259756028	1.052010570584546	1.0433277127741296	1.0379913465743462	1.0299131261673657	1.025665599538611	1.0180115135689198	1.008990237077666	0.9978019334765112	0.9865660414864055	0.970728918041499	0.9540427919855895	0.930495089445489	0.9073627208298126	0.879149015749647	0.8433575214889824	0.801355384165987	0.7518420717715523	0.6987545578070863	0.6401894231628548	0.574664183601522	0.5064969678622799	0.4250085735642458	0.32259210422196655	0.2005512269993295	0.0653257065490951
