Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
SNI_oxy_2_2	63.3810114190561	13.612818991855358	5.351047050930838	2.3929196159031005	1.4356349738897893	0.9194680173868781	0.7163546945886345	0.5237337542053405	0.3731770951425031	3.098585748202949	0.6685692005533449	1.7489571158701378	0.7982273326308125	2.089690432108168	1.1964528334702162	1.6933517242058376
SNI_oxy_3_1	23.710728554889435	7.863494320778224	9.21055127842838	8.989313545719705	7.418989083279545	5.720503042603304	4.153989998781156	2.8065739479704677	1.9184370651529794	8.485495423457792	1.1626750881345158	2.674041100385418	1.4361789050004539	3.799147919481025	2.9214097304592377	7.728470995478507
SNI_oxy_3_2	31.74097768709579	7.982210523211706	9.200282810737608	8.267053109174505	6.786357504546292	5.139082587196155	3.5951552971158574	2.440580139828814	1.572347055916079	6.233516269181262	0.9610185043999498	2.647206019673126	1.31569788584061	4.046674695183841	1.8665277737463994	6.205312137151626
SNI_oxy_4_1	40.270058319131905	17.659430094504984	11.113248641565185	6.109758949781492	3.1945237536872195	1.7255185043089225	1.0715659644052151	0.7415678702353702	0.5183599658837645	3.8803400445466876	1.0900101435491572	2.7329178776989678	1.4971446114757383	4.465799379501775	1.348804637262986	2.580951242461011
SNI_oxy_4_2	49.23321819613893	16.390585816330226	9.413462506030186	4.808277592544844	2.474656983667467	1.2145078559671503	0.7503836436600442	0.4912740004800776	0.3793046610143668	2.9240911496061015	0.9287227647098653	2.551641385355085	1.5520261681488097	3.8331930348979255	1.3798939822169367	1.6747602592319326
Sham_Sal_1_1	20.409105862730193	8.54428405347885	8.30291724641973	6.6116793038761905	4.896486809698556	3.2519829004787995	2.095953863379213	1.3087781939953367	0.9170753088408803	4.288611340344448	1.0701591401350439	2.7209359793071575	1.877166903211706	5.882945015296092	3.3210919226746927	24.500826156133186
Sham_Sal_1_2	28.289424748035724	8.434665776212084	7.634548761632143	5.83123921126729	4.0853864017994805	2.600923127139101	1.6433031370256737	1.047159170384163	0.6974515557936308	3.809866841537109	1.10793219612529	2.7043989286806656	1.682489363921501	5.123720560817175	3.304684247161698	22.002805972467193
Sham_Sal_2_1	45.67896175253242	13.836469310703997	6.556807459554212	3.625389390577523	2.4089353612592186	1.6819815687040967	1.3120999075615951	0.9930065181750116	0.8534822764909346	6.910157475754147	1.470618473740298	3.075301998630662	1.7503036171874264	4.114176884216265	1.6180133878643725	4.11429461704775
Sham_Sal_2_2	55.0556268682991	12.366513675004054	5.712941957973352	3.0682856034286696	1.956163215984702	1.364718080897386	0.9504941474135183	0.7439711987331488	0.6484121224979796	4.965364120503696	1.0414298981010481	2.8451935985348586	1.5688075090799465	3.8949077041600257	1.5558783821933395	2.2612919171950847
Sham_Sal_3_1	26.25604116668981	13.770851880120569	11.985063330400372	8.601473775445209	5.445232692336814	3.4337006615295653	2.2473557443442322	1.565614267934354	1.1319965673636128	7.42474947835043	1.369655102495846	2.9152816800700907	1.5884365695730724	4.360990137140205	2.3250662783191767	5.578490667886804
Sham_Sal_3_2	31.64880614856339	13.78009956399611	11.797271318484817	7.999074545969872	5.01605291082984	3.1237677609385908	1.980379654106057	1.375084889443622	0.9779241846147766	6.2253025985280965	1.2272291805712883	2.888032837257725	1.6497659133842528	4.499307505515293	1.8112927281624676	4.00060825963354
Sham_Sal_4_1	24.358295868016803	8.831397820863476	7.8447828327094795	6.027821239789147	4.154251468192789	2.798363793995456	1.9136699448296903	1.3106656728026604	0.9265408452908522	5.596793211181813	1.331290844349414	4.896297106642109	3.7002067496352793	12.222299740669609	4.976748920454811	9.110573940576797
Sham_Sal_4_2	35.75629368000197	8.39237555924072	6.890895559668994	4.98877782578472	3.3367697193249626	2.1208983106492054	1.4348461310757963	0.9281989081102395	0.6773935335092311	3.900937008629579	0.9087075626006043	4.187026585408797	3.8882207920368796	12.674011693386683	3.3819939816135824	6.532653148958036
Sham_oxy_1_1	17.932024728380714	6.792024229984203	3.5132340030027556	1.695029869421843	0.8738551971952095	0.5582605445879932	0.36026933671790895	0.30097388366229944	0.23785927522742387	3.740176433368632	1.4783239243829902	3.879718308897346	2.481036364377067	8.392507827752224	5.078038236597853	42.68666783644351
Sham_oxy_1_2	22.935604686592768	6.548848044774476	3.239815600350692	1.4791923321191311	0.7736403664215737	0.5037862834185578	0.3719430902503117	0.31350998559972787	0.2523030474798447	4.1782291544131684	1.6108666415047095	4.1085296523976025	2.297783461170033	7.220410300887744	4.032972781529874	40.132564571089794
Sham_oxy_2_1	56.15263230409997	17.12581355458259	6.891557339085602	2.9863763558867236	1.5296283457048896	0.9446116041220554	0.6757464467211416	0.5024360296012718	0.3565485225010209	2.9752035348268646	0.8244870296391167	2.189477165131059	1.1265200647803886	3.141618515682867	1.3368425165247433	1.2405006711096334
Sham_oxy_2_2	65.0657727205877	14.332006903564926	5.30086584544984	2.243630287827219	1.1027751443867366	0.6150087479966603	0.4535788937945063	0.33146932617170316	0.27387160274526007	2.0889586416353456	0.6678171031919395	1.8772864361615638	1.1317691588846177	2.85840147564059	0.7214746468513057	0.9353130651100621
Sham_oxy_3_1	34.21125046686806	9.425239029344526	3.79917134254904	1.8935617127599158	1.1747410157807414	0.7441195146696518	0.617587840453279	0.44293602722922715	0.3807245524207132	3.3822537903785888	1.1675381093994583	4.336381561798717	3.3712418704157288	14.491556243797307	9.071346054144161	11.490350867990886
Sham_oxy_3_2	41.65279616553622	8.603752428284242	3.321589457375592	1.6280711353376036	1.0320677478654496	0.7049189085139722	0.5170913146808438	0.4043350268669228	0.34788246585037025	3.014407560661364	0.7200207403167049	2.991516436553061	3.6015898214427176	17.32064189886028	7.2319091447809205	6.907409747073754
Sham_oxy_4_1	30.1198658232503	12.863599696226425	11.449129551053332	8.248479665457456	5.483272218149343	3.302212788364996	1.9713524610690536	1.3315110329799986	0.9315889796010637	5.472300778826796	1.066147640684221	2.555798856979812	1.5109202554105872	4.381567013180115	1.9046338156557545	7.407619423110799
Sham_oxy_4_2	40.13183951984811	12.340013992622223	10.104752707111972	6.990296902943613	4.229507900820084	2.5404215360783056	1.4587149491517697	0.9757277407201503	0.6977698818550908	4.189771263001824	0.8723373649323092	2.3136562048222604	1.1993452338456951	4.333620539471187	2.3900521505209498	5.232172112254507
