Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
SNI_Sal_1_1	24.81580647366511	6.98665911136263	8.7039408388772	9.044008232506192	8.06787083330305	6.538307914927037	4.971961495746159	3.3880944766571433	2.416506679468537	9.481474347773272	1.139330639574812	2.7695022902857716	1.6122676015494304	4.388824293218304	1.9278999316418646	3.747544839443589
SNI_Sal_1_2	28.984401412380535	7.627098404206468	9.176487216489031	9.09603146786334	8.017548013915375	6.319315076558804	4.534804004263927	3.0844504264773818	2.108352869155503	7.730891377581509	1.0434654077004688	2.8110548956781103	1.6698790491121374	3.923408406580306	1.8605980755842362	2.0122138964528578
SNI_Sal_2_1	9.58703290607494	3.41141752724405	2.6188930577795193	1.8278444637655353	1.2504234832911834	0.8781510209628921	0.6214033738215828	0.4727234800320732	0.3756126708910684	4.503194971390097	1.5404770077447165	5.280744318869495	4.028570585652082	18.63992659779431	13.048906498558221	31.914678036128237
SNI_Sal_2_2	20.230684030255762	3.512275895471976	2.484099819255215	1.794020985972649	1.2571449487203425	0.8923768604952732	0.7111723057023436	0.5434661101079369	0.4733020492590255	4.683266399791024	0.9574996711583758	3.0871195561613787	3.6272167189386098	23.262798286633988	13.195459003472132	19.28809735860395
SNI_Sal_3_1	48.027103860542105	13.119138132737646	5.101759320299641	2.349975346879505	1.244534842461969	0.8511280317988512	0.5957990188298428	0.4585589022611813	0.3885334796481328	3.4526493010189228	1.0639097568220324	3.025164712164618	1.7375124057955111	5.361160463908598	2.9460058477021978	10.277066577129073
SNI_Sal_3_2	52.44571316914246	12.58121701961303	4.5222650755997345	1.8760255656334064	1.0055925264486139	0.6560558657821652	0.4931533909571984	0.40859367828757887	0.2848442850816799	3.1890548236015346	1.052990634776071	2.880471435286062	1.6844011091926476	5.344966125780322	2.7688405773214195	8.805814717496125
SNI_Sal_4_1	15.110408526241295	3.4447571082492154	1.4747368798754457	0.8954375972519768	0.6571150263499829	0.5133336864405615	0.44947939262478637	0.36304224930717627	0.32101127986684774	3.677322681988061	1.2963353902593246	5.166970834159474	3.8742745428779	17.867572488254936	12.27715657376984	32.61104574248314
SNI_Sal_4_2	21.743335215877558	3.3866914630346483	1.5437771902884239	0.9779063277184828	0.7414277973510783	0.5746388909004456	0.5004434894682714	0.41936257375436226	0.36854968217665274	3.87734049333222	0.8073860310904419	3.206640039403345	3.5614678836516407	22.261905005555377	13.985238033335728	22.043889883061343
SNI_oxy_1_1	48.483085370340284	13.236237630463263	5.5615670957297265	2.680939001638436	1.6046812477693362	1.0471823383372931	0.8173442596207909	0.5912919292115525	0.48679357985858845	4.114268172998726	1.0462326005228981	2.931477750706136	1.6330498604598707	4.852873470257419	2.060066823080326	8.852908869005367
SNI_oxy_1_2	55.53079592689707	11.689865081449371	4.607803055416496	2.2124218609426376	1.323695216410239	0.8821496437923734	0.6302416684926826	0.44886961581672147	0.37457573075952694	3.2258198769392377	0.9226517944196232	2.7336297087359496	1.696850436820422	4.571105303653288	2.115715626063665	7.033809453390886
SNI_oxy_2_1	53.455777660331414	15.820810981510661	6.873871066414456	3.2940010871864462	1.9666076806057808	1.3392127131396847	0.9758384559644128	0.7851143856953178	0.5785342701863422	4.562569625754528	0.8271209078077518	1.8603765768346867	0.9934512788194498	2.564454166882879	1.0080051124294818	3.0942540304365385
