Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
SNI_Sal_1	60298.0	84316.0	98647.0	108449.0	115737.0	121393.0	125999.0	129799.0	133080.0	135833.0	138197.0	140229.0	142070.0	143658.0	145063.0	146276.0	147402.0	148314.0	149142.0	149854.0
SNI_Sal_2	18252.0	30837.0	40471.0	48076.0	54470.0	59684.0	64156.0	68330.0	71739.0	74733.0	77502.0	79896.0	81997.0	83873.0	85543.0	87093.0	88427.0	89596.0	90617.0	91506.0
SNI_Sal_3	76677.0	101880.0	116073.0	125575.0	132634.0	138224.0	142689.0	146544.0	149729.0	152615.0	155103.0	157294.0	159174.0	160884.0	162367.0	163691.0	164760.0	165727.0	166494.0	167151.0
SNI_Sal_4	39807.0	60263.0	73874.0	83637.0	91168.0	97049.0	102068.0	106231.0	109802.0	112874.0	115628.0	117961.0	119979.0	121841.0	123450.0	124911.0	126279.0	127430.0	128466.0	129414.0
SNI_oxy_1	91587.0	116646.0	130121.0	139394.0	146251.0	151881.0	156435.0	160255.0	163619.0	166420.0	169013.0	171344.0	173383.0	175248.0	176886.0	178351.0	179612.0	180670.0	181634.0	182457.0
SNI_oxy_2	96499.0	121076.0	134476.0	143774.0	150998.0	156942.0	161868.0	166248.0	169949.0	173300.0	176285.0	178983.0	181455.0	183794.0	185845.0	187806.0	189509.0	191058.0	192482.0	193796.0
SNI_oxy_3	59869.0	83999.0	98451.0	108421.0	115651.0	121408.0	125975.0	129952.0	133161.0	136098.0	138716.0	140997.0	142970.0	144841.0	146432.0	147857.0	149176.0	150368.0	151435.0	152346.0
SNI_oxy_4	69227.0	94381.0	108930.0	118802.0	125975.0	131654.0	136342.0	140303.0	143599.0	146524.0	149112.0	151248.0	153311.0	155031.0	156546.0	157923.0	159206.0	160265.0	161234.0	162031.0
Sham_Sal_1	48560.0	71833.0	86304.0	96531.0	104468.0	110574.0	115563.0	119667.0	123015.0	125867.0	128415.0	130554.0	132452.0	134147.0	135576.0	136847.0	137916.0	138870.0	139709.0	140450.0
Sham_Sal_2	106223.0	130141.0	143506.0	152716.0	160036.0	165983.0	171004.0	175393.0	179494.0	182910.0	185993.0	188819.0	191321.0	193736.0	195840.0	197785.0	199529.0	201084.0	202569.0	203955.0
Sham_Sal_3	89912.0	115346.0	129247.0	138672.0	145705.0	151199.0	155849.0	159926.0	163421.0	166443.0	169124.0	171439.0	173626.0	175650.0	177436.0	178988.0	180362.0	181622.0	182714.0	183759.0
Sham_Sal_4	69295.0	93901.0	108124.0	117697.0	124832.0	130455.0	134910.0	138750.0	142041.0	144889.0	147279.0	149459.0	151444.0	153189.0	154736.0	156083.0	157241.0	158343.0	159319.0	160187.0
Sham_oxy_1	34040.0	53006.0	65761.0	75358.0	82638.0	88600.0	93580.0	97590.0	101053.0	103960.0	106540.0	108721.0	110677.0	112254.0	113665.0	114861.0	115898.0	116810.0	117518.0	118086.0
Sham_oxy_2	82460.0	107615.0	121335.0	130726.0	137699.0	143122.0	147786.0	151802.0	155281.0	158315.0	160997.0	163258.0	165386.0	167294.0	168986.0	170462.0	171874.0	173133.0	174231.0	175308.0
Sham_oxy_3	73254.0	97987.0	112310.0	121822.0	128853.0	134404.0	138968.0	142802.0	146117.0	149032.0	151581.0	153799.0	155801.0	157609.0	159237.0	160705.0	162069.0	163317.0	164402.0	165347.0
Sham_oxy_4	67683.0	92428.0	106811.0	116441.0	123603.0	129323.0	133871.0	137647.0	140905.0	143651.0	146117.0	148257.0	150200.0	151880.0	153312.0	154639.0	155817.0	156821.0	157721.0	158501.0
