Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
SNI_Sal_1	2429.0	4258.0	5798.0	7125.0	8454.0	9580.0	10585.0	11508.0	12406.0	13188.0	13885.0	14520.0	15098.0	15617.0	16105.0	16514.0	16911.0	17259.0	17570.0	17841.0
SNI_Sal_2	846.0	1367.0	1863.0	2266.0	2622.0	2952.0	3270.0	3583.0	3850.0	4114.0	4372.0	4607.0	4817.0	4997.0	5155.0	5320.0	5477.0	5633.0	5738.0	5865.0
SNI_Sal_3	3888.0	6833.0	9269.0	11327.0	13224.0	14859.0	16341.0	17757.0	18953.0	20097.0	21116.0	22044.0	22861.0	23680.0	24390.0	25034.0	25513.0	26037.0	26413.0	26773.0
SNI_Sal_4	1588.0	2702.0	3654.0	4457.0	5235.0	5909.0	6554.0	7153.0	7721.0	8228.0	8712.0	9175.0	9575.0	9971.0	10308.0	10626.0	10957.0	11232.0	11489.0	11774.0
SNI_oxy_1	5052.0	8666.0	11691.0	14360.0	16729.0	18786.0	20645.0	22273.0	23797.0	25112.0	26349.0	27567.0	28592.0	29540.0	30434.0	31241.0	31881.0	32456.0	32990.0	33452.0
SNI_oxy_2	5689.0	9803.0	13232.0	16211.0	18896.0	21359.0	23607.0	25646.0	27435.0	29131.0	30674.0	32118.0	33497.0	34838.0	36007.0	37142.0	38167.0	39076.0	39927.0	40740.0
SNI_oxy_3	2353.0	4187.0	5755.0	7090.0	8315.0	9494.0	10528.0	11576.0	12435.0	13318.0	14130.0	14873.0	15544.0	16211.0	16768.0	17279.0	17783.0	18232.0	18606.0	18989.0
SNI_oxy_4	3219.0	5689.0	7658.0	9440.0	10985.0	12423.0	13766.0	15009.0	16073.0	17099.0	18065.0	18856.0	19670.0	20352.0	21010.0	21601.0	22153.0	22606.0	23053.0	23421.0
Sham_Sal_1	1935.0	3315.0	4539.0	5605.0	6666.0	7597.0	8460.0	9253.0	9960.0	10562.0	11142.0	11688.0	12144.0	12568.0	12969.0	13303.0	13638.0	13943.0	14235.0	14486.0
Sham_Sal_2	6829.0	11637.0	15620.0	19026.0	22195.0	24978.0	27535.0	29836.0	32088.0	33994.0	35737.0	37445.0	38960.0	40442.0	41745.0	42989.0	44079.0	45039.0	45978.0	46898.0
Sham_Sal_3	4691.0	8138.0	11079.0	13584.0	15777.0	17768.0	19618.0	21334.0	22926.0	24283.0	25524.0	26689.0	27812.0	28867.0	29802.0	30668.0	31446.0	32137.0	32722.0	33333.0
Sham_Sal_4	2919.0	5150.0	6961.0	8568.0	10044.0	11343.0	12525.0	13670.0	14730.0	15637.0	16467.0	17269.0	18013.0	18687.0	19269.0	19835.0	20310.0	20789.0	21251.0	21646.0
Sham_oxy_1	1283.0	2247.0	3100.0	3842.0	4502.0	5150.0	5722.0	6234.0	6723.0	7146.0	7602.0	7940.0	8294.0	8592.0	8858.0	9105.0	9311.0	9506.0	9659.0	9789.0
Sham_oxy_2	4164.0	7222.0	9739.0	11943.0	14000.0	15760.0	17463.0	19102.0	20583.0	21875.0	23088.0	24144.0	25201.0	26189.0	27054.0	27801.0	28525.0	29203.0	29790.0	30355.0
Sham_oxy_3	3253.0	5570.0	7627.0	9388.0	10957.0	12425.0	13758.0	14985.0	16118.0	17187.0	18166.0	19079.0	19901.0	20702.0	21444.0	22091.0	22715.0	23255.0	23750.0	24225.0
Sham_oxy_4	2941.0	5079.0	7034.0	8654.0	10120.0	11465.0	12622.0	13711.0	14775.0	15683.0	16540.0	17326.0	18084.0	18770.0	19336.0	19882.0	20368.0	20820.0	21188.0	21544.0
