Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
SNI_Sal_1	57869.0	80058.0	92849.0	101324.0	107283.0	111813.0	115414.0	118291.0	120674.0	122645.0	124312.0	125709.0	126972.0	128041.0	128958.0	129762.0	130491.0	131055.0	131572.0	132013.0
SNI_Sal_2	17406.0	29470.0	38608.0	45810.0	51848.0	56732.0	60886.0	64747.0	67889.0	70619.0	73130.0	75289.0	77180.0	78876.0	80388.0	81773.0	82950.0	83963.0	84879.0	85641.0
SNI_Sal_3	72789.0	95047.0	106804.0	114248.0	119410.0	123365.0	126348.0	128787.0	130776.0	132518.0	133987.0	135250.0	136313.0	137204.0	137977.0	138657.0	139247.0	139690.0	140081.0	140378.0
SNI_Sal_4	38219.0	57561.0	70220.0	79180.0	85933.0	91140.0	95514.0	99078.0	102081.0	104646.0	106916.0	108786.0	110404.0	111870.0	113142.0	114285.0	115322.0	116198.0	116977.0	117640.0
SNI_oxy_1	86535.0	107980.0	118430.0	125034.0	129522.0	133095.0	135790.0	137982.0	139822.0	141308.0	142664.0	143777.0	144791.0	145708.0	146452.0	147110.0	147731.0	148214.0	148644.0	149005.0
SNI_oxy_2	90810.0	111273.0	121244.0	127563.0	132102.0	135583.0	138261.0	140602.0	142514.0	144169.0	145611.0	146865.0	147958.0	148956.0	149838.0	150664.0	151342.0	151982.0	152555.0	153056.0
SNI_oxy_3	57516.0	79812.0	92696.0	101331.0	107336.0	111914.0	115447.0	118376.0	120726.0	122780.0	124586.0	126124.0	127426.0	128630.0	129664.0	130578.0	131393.0	132136.0	132829.0	133357.0
SNI_oxy_4	66008.0	88692.0	101272.0	109362.0	114990.0	119231.0	122576.0	125294.0	127526.0	129425.0	131047.0	132392.0	133641.0	134679.0	135536.0	136322.0	137053.0	137659.0	138181.0	138610.0
Sham_Sal_1	46625.0	68518.0	81765.0	90926.0	97802.0	102977.0	107103.0	110414.0	113055.0	115305.0	117273.0	118866.0	120308.0	121579.0	122607.0	123544.0	124278.0	124927.0	125474.0	125964.0
Sham_Sal_2	99394.0	118504.0	127886.0	133690.0	137841.0	141005.0	143469.0	145557.0	147406.0	148916.0	150256.0	151374.0	152361.0	153294.0	154095.0	154796.0	155450.0	156045.0	156591.0	157057.0
Sham_Sal_3	85221.0	107208.0	118168.0	125088.0	129928.0	133431.0	136231.0	138592.0	140495.0	142160.0	143600.0	144750.0	145814.0	146783.0	147634.0	148320.0	148916.0	149485.0	149992.0	150426.0
Sham_Sal_4	66376.0	88751.0	101163.0	109129.0	114788.0	119112.0	122385.0	125080.0	127311.0	129252.0	130812.0	132190.0	133431.0	134502.0	135467.0	136248.0	136931.0	137554.0	138068.0	138541.0
Sham_oxy_1	32757.0	50759.0	62661.0	71516.0	78136.0	83450.0	87858.0	91356.0	94330.0	96814.0	98938.0	100781.0	102383.0	103662.0	104807.0	105756.0	106587.0	107304.0	107859.0	108297.0
Sham_oxy_2	78296.0	100393.0	111596.0	118783.0	123699.0	127362.0	130323.0	132700.0	134698.0	136440.0	137909.0	139114.0	140185.0	141105.0	141932.0	142661.0	143349.0	143930.0	144441.0	144953.0
Sham_oxy_3	70001.0	92417.0	104683.0	112434.0	117896.0	121979.0	125210.0	127817.0	129999.0	131845.0	133415.0	134720.0	135900.0	136907.0	137793.0	138614.0	139354.0	140062.0	140652.0	141122.0
Sham_oxy_4	64742.0	87349.0	99777.0	107787.0	113483.0	117858.0	121249.0	123936.0	126130.0	127968.0	129577.0	130931.0	132116.0	133110.0	133976.0	134757.0	135449.0	136001.0	136533.0	136957.0
