Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
SNI_oxy_2_1 - Adapter 1	0.7692449510492262	0.9573764271819455	1.3566643144879404	2.1328053636225066	6.06162821300114	21.499429774541625	83.93852200154396	316.8248175182482	1259.1470258136926	5318.430493273542	20296.607142857145	82791.42857142858	385613.3333333334	384620.0	385603.3333333334	372853.3333333334	367136.6666666667	369270.0	342110.0	340910.0	338290.0	345206.6666666667	337460.0	335773.3333333334	335826.6666666667	330463.3333333334	322950.0	311023.3333333334	295276.6666666667	292273.3333333334	284690.0	290290.0	287573.3333333334	284573.3333333334	276250.0	270346.6666666667	270266.6666666667	249523.33333333334	236000.0	232756.6666666667	236280.0	227370.0	230153.33333333334	214150.0	277996.6666666667	151813.33333333334	184753.33333333334	195356.6666666667	184383.33333333334	178260.0	176763.33333333334	174753.33333333334	164786.6666666667	161560.0	163106.6666666667	147343.33333333334	147083.33333333334	141233.33333333334	129460.0	120463.33333333334	113063.33333333334	107216.66666666667	110350.0	107053.33333333334	95433.33333333334	103633.33333333334	94386.66666666667	88216.66666666667	84003.33333333334	85836.66666666667	118280.0	541480.0	122010.0	38143.333333333336	18216.666666666668	13073.333333333334	11433.333333333334	9780.0	8540.0	8040.0	7436.666666666667	6903.333333333334	6023.333333333334	5890.0	5103.333333333334	5263.333333333334	4496.666666666667	4106.666666666667	3550.0	3216.666666666667	2803.3333333333335	2186.666666666667	1860.0	1803.3333333333335	1593.3333333333335	1350.0	1116.6666666666667	1133.3333333333335	1086.6666666666667	946.6666666666667	756.6666666666667	590.0	536.6666666666667	460.0	463.33333333333337	343.33333333333337	286.6666666666667	330.0	260.0	290.0	200.0	193.33333333333334	193.33333333333334	153.33333333333334	143.33333333333334	86.66666666666667	186.66666666666669	120.0	133.33333333333334	100.0	103.33333333333334	133.33333333333334	123.33333333333334	160.0	83.33333333333334	70.0	86.66666666666667	60.0	116.66666666666667	113.33333333333334	76.66666666666667	126.66666666666667	50.0	80.0	56.66666666666667	63.333333333333336	100.0	100.0	43.333333333333336	63.333333333333336	76.66666666666667	86.66666666666667	93.33333333333334	96.66666666666667	103.33333333333334	103.33333333333334	250.0	223.33333333333334	400.0	5166.666666666667
SNI_oxy_2_2 - Adapter 1	0.7393098473931684	0.9374404801843692	1.3198875340558744	2.019889880812044	5.762172120361435	21.616106676024213	78.50235104217839	286.97080291970804	1159.3490460157127	5029.461883408072	18896.07142857143	76991.42857142858	395686.6666666667	449153.3333333334	318123.3333333334	384566.6666666667	319883.3333333334	290086.6666666667	324160.0	304610.0	294103.3333333334	320066.6666666667	337620.0	359086.6666666667	294100.0	309910.0	293583.3333333334	307893.3333333334	270953.3333333334	325193.3333333334	232356.6666666667	282306.6666666667	256283.33333333334	281750.0	256063.33333333334	254663.33333333334	245766.6666666667	243846.6666666667	227906.6666666667	212593.33333333334	219820.0	232376.6666666667	202633.33333333334	208086.6666666667	211556.6666666667	201763.33333333334	203406.6666666667	184180.0	180566.6666666667	181376.6666666667	166906.6666666667	168560.0	179096.6666666667	169620.0	139303.33333333334	163113.33333333334	151530.0	130963.33333333334	120153.33333333334	134003.33333333334	109760.0	97560.0	127923.33333333334	65636.66666666667	86816.66666666667	80713.33333333334	91543.33333333334	81836.66666666667	79290.0	71983.33333333334	71670.0	68340.0	65910.0	74143.33333333334	105260.0	400063.3333333334	64253.333333333336	16283.333333333334	8646.666666666668	7446.666666666667	6826.666666666667	5853.333333333334	5206.666666666667	5666.666666666667	4810.0	4796.666666666667	4423.333333333334	3940.0	3213.3333333333335	2986.666666666667	2456.666666666667	2163.3333333333335	1910.0	1693.3333333333335	1536.6666666666667	1583.3333333333335	1186.6666666666667	936.6666666666667	946.6666666666667	893.3333333333334	843.3333333333334	750.0	503.33333333333337	383.33333333333337	446.6666666666667	376.6666666666667	373.33333333333337	330.0	373.33333333333337	246.66666666666669	233.33333333333334	210.0	163.33333333333334	203.33333333333334	206.66666666666669	160.0	173.33333333333334	160.0	133.33333333333334	113.33333333333334	113.33333333333334	130.0	100.0	153.33333333333334	70.0	136.66666666666669	106.66666666666667	130.0	76.66666666666667	90.0	83.33333333333334	76.66666666666667	93.33333333333334	90.0	80.0	76.66666666666667	53.333333333333336	43.333333333333336	30.0	40.0	80.0	43.333333333333336	33.333333333333336	26.666666666666668	123.33333333333334	36.66666666666667	133.33333333333334	93.33333333333334	203.33333333333334	4160.0
SNI_oxy_3_1 - Adapter 1	0.7000527425099213	0.8509743977518816	1.2367532399196481	1.9650661509623646	5.597402983300648	20.43164755056358	80.24088748019017	312.053882725832	1216.8441064638782	5224.822335025381	19563.061224489793	82411.66666666667	322003.3333333334	323773.3333333334	322800.0	313036.6666666667	304290.0	321170.0	292183.3333333334	301090.0	296450.0	306793.3333333334	297130.0	292960.0	292496.6666666667	288300.0	277010.0	279000.0	270610.0	274243.3333333334	271026.6666666667	298056.6666666667	281053.3333333334	274303.3333333334	266463.3333333334	253633.33333333334	247940.0	239963.33333333334	236660.0	237030.0	245086.6666666667	240293.33333333334	242716.6666666667	223613.33333333334	294110.0	158523.33333333334	194550.0	213680.0	208110.0	207956.6666666667	213943.33333333334	205440.0	197526.6666666667	195750.0	195443.33333333334	179970.0	184503.33333333334	177653.33333333334	166500.0	155826.6666666667	146813.33333333334	146870.0	156533.33333333334	150240.0	136270.0	149296.6666666667	136086.6666666667	129026.66666666667	131160.0	152840.0	1303676.6666666667	1240260.0	300626.6666666667	136336.6666666667	59913.333333333336	42413.333333333336	30140.0	23403.333333333336	20680.0	19780.0	18836.666666666668	17446.666666666668	15560.0	14160.0	13143.333333333334	11696.666666666668	10603.333333333334	10210.0	8850.0	7606.666666666667	6826.666666666667	5906.666666666667	5153.333333333334	5096.666666666667	4373.333333333334	4020.0	3483.3333333333335	3240.0	2933.3333333333335	2630.0	2506.666666666667	2080.0	1890.0	1620.0	1483.3333333333335	1283.3333333333335	1406.6666666666667	1313.3333333333335	1200.0	1126.6666666666667	1056.6666666666667	1116.6666666666667	986.6666666666667	1073.3333333333335	903.3333333333334	903.3333333333334	883.3333333333334	930.0	940.0	826.6666666666667	836.6666666666667	970.0	890.0	770.0	826.6666666666667	873.3333333333334	973.3333333333334	853.3333333333334	876.6666666666667	840.0	930.0	863.3333333333334	856.6666666666667	906.6666666666667	1103.3333333333335	1436.6666666666667	1133.3333333333335	1106.6666666666667	1120.0	1183.3333333333335	1256.6666666666667	1303.3333333333335	1586.6666666666667	2006.6666666666667	2510.0	3370.0	5383.333333333334	7576.666666666667	23560.0	286800.0
SNI_oxy_3_2 - Adapter 1	0.6890997342600829	0.8675098246079405	1.2598157107085264	1.9199502784456566	5.439769418196945	20.53406232047701	76.94136291600634	290.23137876386687	1167.6172370088718	4989.949238578681	18683.26530612245	78880.0	331476.6666666667	379070.0	275710.0	324136.6666666667	278946.6666666667	255600.0	290456.6666666667	274036.6666666667	270960.0	292923.3333333334	301026.6666666667	313220.0	262353.3333333334	276923.3333333334	261096.6666666667	278826.6666666667	254666.6666666667	306326.6666666667	228893.33333333334	296783.3333333334	258363.33333333334	273293.3333333334	248796.6666666667	243270.0	237316.6666666667	235856.6666666667	229666.6666666667	225433.33333333334	230800.0	244536.6666666667	217743.33333333334	219696.6666666667	226276.6666666667	214250.0	215500.0	207753.33333333334	206690.0	212566.6666666667	204883.33333333334	200473.33333333334	211953.33333333334	206123.33333333334	170176.6666666667	196686.6666666667	192480.0	169183.33333333334	160080.0	173443.33333333334	146400.0	138476.6666666667	181720.0	98403.33333333334	127100.0	120330.0	134433.33333333334	120733.33333333334	119566.66666666667	113820.0	114823.33333333334	112493.33333333334	116656.66666666667	142940.0	1357383.3333333335	1134250.0	213356.6666666667	64353.333333333336	33883.333333333336	26286.666666666668	21176.666666666668	17196.666666666668	16066.666666666668	15713.333333333334	14963.333333333334	13970.0	11840.0	10720.0	8713.333333333334	8043.333333333334	6660.0	5526.666666666667	5206.666666666667	4666.666666666667	4053.3333333333335	4360.0	3443.3333333333335	2986.666666666667	2606.666666666667	2396.666666666667	2250.0	2030.0	1540.0	1356.6666666666667	1196.6666666666667	1086.6666666666667	1216.6666666666667	910.0	1060.0	780.0	606.6666666666667	533.3333333333334	526.6666666666667	440.0	480.0	433.33333333333337	370.0	376.6666666666667	350.0	303.33333333333337	306.6666666666667	413.33333333333337	246.66666666666669	306.6666666666667	323.33333333333337	243.33333333333334	233.33333333333334	246.66666666666669	266.6666666666667	213.33333333333334	186.66666666666669	230.0	170.0	143.33333333333334	183.33333333333334	220.0	190.0	210.0	186.66666666666669	216.66666666666669	246.66666666666669	183.33333333333334	266.6666666666667	320.0	540.0	770.0	1366.6666666666667	2053.3333333333335	9390.0	234476.6666666667
SNI_oxy_4_1 - Adapter 1	0.48505113842682007	0.6402435357240461	1.0734403064462754	1.9524151056975885	6.214687242651007	23.819864656808335	96.97457930540638	373.68089372672586	1515.7617411225658	6410.825688073394	24997.454545454544	100478.57142857143	472606.6666666667	479676.6666666667	469576.6666666667	470810.0	481696.6666666667	491253.3333333334	483993.3333333334	486733.3333333334	490486.6666666667	512343.3333333334	491013.3333333334	497226.6666666667	502600.0	489186.6666666667	492043.3333333334	494686.6666666667	501086.6666666667	512610.0	503876.6666666667	537363.3333333334	513670.0	526533.3333333334	520450.0	522080.0	522896.6666666667	506780.0	510063.3333333334	525953.3333333334	529353.3333333334	534363.3333333334	561083.3333333334	524760.0	690143.3333333334	374740.0	467560.0	510313.3333333334	520553.3333333334	517563.3333333334	532986.6666666667	530876.6666666667	514480.0	515920.0	533676.6666666667	502163.3333333334	515770.0	504910.0	488210.0	465313.3333333334	449836.6666666667	453826.6666666667	475430.0	469336.6666666667	441150.0	480536.6666666667	446546.6666666667	428396.6666666667	430860.0	467426.6666666667	623643.3333333334	3984746.666666667	941733.3333333334	283350.0	125666.66666666667	88046.66666666667	76183.33333333334	63993.333333333336	61050.0	59453.333333333336	59556.66666666667	56270.0	51563.333333333336	47370.0	43820.0	43590.0	38440.0	39490.0	35373.333333333336	29060.0	26816.666666666668	23076.666666666668	19713.333333333336	17050.0	15610.0	14623.333333333334	12873.333333333334	11566.666666666668	10373.333333333334	8926.666666666668	7640.0	5626.666666666667	4773.333333333334	3756.666666666667	3100.0	2706.666666666667	2420.0	2406.666666666667	2043.3333333333335	1683.3333333333335	1323.3333333333335	1070.0	956.6666666666667	713.3333333333334	656.6666666666667	513.3333333333334	626.6666666666667	463.33333333333337	423.33333333333337	330.0	346.6666666666667	273.33333333333337	256.6666666666667	183.33333333333334	150.0	113.33333333333334	110.0	126.66666666666667	136.66666666666669	116.66666666666667	83.33333333333334	96.66666666666667	83.33333333333334	143.33333333333334	183.33333333333334	320.0	130.0	90.0	46.66666666666667	63.333333333333336	70.0	60.0	80.0	103.33333333333334	143.33333333333334	143.33333333333334	203.33333333333334	236.66666666666669	750.0	9273.333333333334
SNI_oxy_4_2 - Adapter 1	0.47230975825137195	0.6450772143800821	1.0518761694327448	1.8543764384953383	6.134797164237889	24.520390991442586	92.15037593984962	342.95044399885415	1411.901489117984	6089.954128440367	23467.454545454544	94266.42857142858	500900.0	567953.3333333334	396290.0	498550.0	418710.0	388676.6666666667	456796.6666666667	435510.0	425330.0	470360.0	501973.3333333334	531386.6666666667	436226.6666666667	469543.3333333334	455906.6666666667	496353.3333333334	464286.6666666667	571536.6666666667	417520.0	520550.0	471286.6666666667	526773.3333333334	490830.0	491300.0	488760.0	495223.3333333334	490723.3333333334	477983.3333333334	507896.6666666667	544786.6666666667	484430.0	500743.3333333334	516270.0	513670.0	526956.6666666667	488733.3333333334	516063.3333333334	532920.0	506890.0	517370.0	576916.6666666667	551110.0	465526.6666666667	565196.6666666667	535363.3333333334	485736.6666666667	460303.3333333334	530043.3333333334	442593.3333333334	419126.6666666667	551843.3333333334	292923.3333333334	396350.0	373733.3333333334	431136.6666666667	395893.3333333334	404170.0	388326.6666666667	406853.3333333334	396516.6666666667	399846.6666666667	483183.3333333334	598893.3333333334	3217846.666666667	511323.3333333334	118946.66666666667	60770.0	53533.333333333336	51733.333333333336	46496.66666666667	41843.333333333336	43476.66666666667	40496.66666666667	41693.333333333336	36833.333333333336	35480.0	31286.666666666668	26816.666666666668	24550.0	20310.0	18636.666666666668	15726.666666666668	13733.333333333334	13350.0	11756.666666666668	9763.333333333334	9183.333333333334	8053.333333333334	7436.666666666667	5246.666666666667	4363.333333333334	3353.3333333333335	2916.666666666667	2743.3333333333335	2516.666666666667	2456.666666666667	2293.3333333333335	1693.3333333333335	1250.0	976.6666666666667	923.3333333333334	723.3333333333334	543.3333333333334	510.0	506.6666666666667	463.33333333333337	316.6666666666667	330.0	316.6666666666667	293.33333333333337	216.66666666666669	200.0	103.33333333333334	123.33333333333334	76.66666666666667	86.66666666666667	93.33333333333334	106.66666666666667	120.0	113.33333333333334	90.0	86.66666666666667	66.66666666666667	66.66666666666667	43.333333333333336	76.66666666666667	73.33333333333334	66.66666666666667	70.0	33.333333333333336	50.0	40.0	60.0	50.0	130.0	116.66666666666667	306.6666666666667	7283.333333333334
Sham_Sal_1_1 - Adapter 1	0.5445457029166136	0.4597881994380583	0.724522488263861	1.3021128497803143	4.199606060721511	16.168640180435546	64.37488570557757	253.6966593513777	984.2243902439025	4531.7578125	17524.53125	75133.75	307472.5	322135.0	351247.5	354957.5	366457.5	404325.0	334815.0	361907.5	359490.0	389117.5	425000.0	426130.0	423800.0	429720.0	420587.5	432020.0	427162.5	433772.5	414210.0	425545.0	453550.0	495012.5	507910.0	543405.0	541795.0	554240.0	486202.5	518122.5	529950.0	598197.5	591895.0	579162.5	818602.5	425937.5	555187.5	669350.0	651102.5	586015.0	687785.0	682385.0	601497.5	631675.0	658682.5	596557.5	719335.0	713022.5	647575.0	597142.5	541722.5	512475.0	582757.5	583037.5	528175.0	632142.5	601050.0	538257.5	521367.5	567277.5	831345.0	4569720.0	1102425.0	335470.0	145140.0	105060.0	93980.0	76927.5	66522.5	64742.5	67887.5	63265.0	57260.0	51280.0	45135.0	43790.0	38917.5	36095.0	33125.0	27607.5	24822.5	20900.0	19837.5	16477.5	14927.5	14000.0	12737.5	11015.0	10467.5	9225.0	7940.0	6850.0	5742.5	4785.0	3750.0	3737.5	3127.5	3255.0	2932.5	2557.5	2105.0	1765.0	1505.0	1380.0	962.5	1052.5	1060.0	945.0	927.5	960.0	762.5	755.0	770.0	470.0	400.0	400.0	352.5	337.5	262.5	182.5	192.5	157.5	207.5	177.5	255.0	202.5	170.0	185.0	167.5	170.0	190.0	157.5	195.0	245.0	447.5	402.5	535.0	857.5	2785.0	33757.5
Sham_Sal_1_2 - Adapter 1	0.5604082426332361	0.4578689849158906	0.6786042120327124	1.2135718428930509	4.287194687534527	16.666666666666668	64.85705577567815	235.22067788344305	911.8731707317073	4504.609375	16268.28125	71240.625	335017.5	456157.5	267847.5	370587.5	342027.5	261442.5	328087.5	298442.5	298887.5	353050.0	415872.5	435220.0	401307.5	403875.0	397787.5	459790.0	386452.5	542080.0	301372.5	425132.5	385370.0	493252.5	488715.0	636720.0	394080.0	568595.0	418447.5	443242.5	455795.0	539560.0	513555.0	552075.0	619130.0	589487.5	631400.0	614660.0	623805.0	618757.5	629200.0	664050.0	661485.0	706897.5	544085.0	671695.0	748007.5	631292.5	596572.5	651472.5	527340.0	506430.0	722145.0	336137.5	457155.0	470697.5	595540.0	501530.0	471622.5	471550.0	470022.5	459725.0	485340.0	566707.5	798980.0	3562467.5	612670.0	151075.0	73540.0	64285.0	63987.5	54092.5	47917.5	46825.0	40162.5	41492.5	36010.0	32685.0	29140.0	24317.5	21727.5	18380.0	17467.5	14457.5	13167.5	12397.5	11197.5	8925.0	8527.5	7812.5	7240.0	6297.5	4945.0	4032.5	3455.0	3200.0	2897.5	3200.0	2992.5	2627.5	1850.0	1582.5	1382.5	1077.5	797.5	835.0	900.0	842.5	725.0	680.0	550.0	557.5	630.0	392.5	350.0	195.0	150.0	202.5	175.0	142.5	115.0	115.0	97.5	80.0	82.5	90.0	70.0	65.0	27.5	52.5	82.5	50.0	17.5	60.0	142.5	122.5	200.0	247.5	1007.5	28000.0
Sham_Sal_2_1 - Adapter 1	0.6659723267621562	0.8671217287841014	1.2021183949697767	1.9513628327326837	5.644130867897189	20.975252333986464	81.65382335506817	316.5147523709167	1265.3213909378292	5279.704641350211	20627.966101694914	82363.33333333333	305515.0	308110.0	301932.5	298425.0	298742.5	303847.5	292630.0	296092.5	295522.5	304755.0	296065.0	289272.5	289727.5	285105.0	281237.5	281080.0	277460.0	283457.5	277575.0	288140.0	288592.5	278992.5	274022.5	266382.5	267415.0	255757.5	248892.5	256607.5	261722.5	251177.5	256997.5	240170.0	310580.0	176607.5	212372.5	226885.0	223950.0	223595.0	225970.0	223710.0	223585.0	219515.0	222042.5	201127.5	200960.0	199090.0	186377.5	176895.0	168775.0	168992.5	179805.0	169560.0	158055.0	168095.0	149792.5	146847.5	146220.0	151532.5	192135.0	987307.5	220075.0	67447.5	32125.0	23672.5	20455.0	17495.0	15730.0	14827.5	13520.0	12872.5	12090.0	10885.0	10170.0	8805.0	7777.5	7167.5	6032.5	5377.5	4395.0	3915.0	3190.0	2700.0	2397.5	2240.0	1842.5	1717.5	1605.0	1282.5	1170.0	975.0	705.0	540.0	452.5	460.0	442.5	330.0	297.5	292.5	245.0	177.5	162.5	152.5	122.5	135.0	107.5	92.5	92.5	97.5	102.5	90.0	75.0	75.0	85.0	55.0	85.0	72.5	110.0	97.5	75.0	90.0	77.5	72.5	45.0	72.5	35.0	32.5	47.5	50.0	62.5	47.5	47.5	72.5	90.0	92.5	162.5	95.0	360.0	4737.5
Sham_Sal_2_2 - Adapter 1	0.6610727024112789	0.8760697215348894	1.2507843644236223	1.8998874168232607	5.4508257454761	21.18419969374146	77.49390765988277	291.9625922023182	1173.5300316122234	5094.683544303798	19197.118644067796	77588.0	319167.5	376777.5	243362.5	310480.0	270637.5	229080.0	274617.5	262525.0	258082.5	282635.0	293092.5	284310.0	281457.5	276352.5	269145.0	288545.0	260812.5	333912.5	220027.5	278870.0	255142.5	282397.5	270035.0	296072.5	210820.0	269442.5	219172.5	230850.0	226875.0	239777.5	232887.5	230370.0	245652.5	234835.0	234787.5	214252.5	221685.0	229450.0	216685.0	217820.0	248255.0	228935.0	193375.0	225300.0	208072.5	189742.5	176422.5	199090.0	166432.5	156802.5	207867.5	105860.0	143870.0	131950.0	147467.5	141530.0	137485.0	130105.0	126795.0	122355.0	121367.5	135530.0	175982.5	712550.0	109757.5	27987.5	16152.5	13700.0	12155.0	10822.5	9957.5	10457.5	9577.5	8897.5	7670.0	7062.5	5450.0	5002.5	4100.0	3462.5	3115.0	2725.0	2280.0	2287.5	1860.0	1597.5	1352.5	1232.5	1140.0	887.5	742.5	612.5	492.5	422.5	395.0	425.0	365.0	280.0	232.5	215.0	180.0	215.0	155.0	125.0	127.5	130.0	100.0	77.5	117.5	95.0	97.5	72.5	80.0	77.5	82.5	70.0	85.0	92.5	67.5	70.0	45.0	57.5	60.0	57.5	50.0	37.5	45.0	40.0	60.0	32.5	47.5	32.5	70.0	30.0	102.5	55.0	130.0	3715.0
Sham_Sal_3_1 - Adapter 1	0.6936327844201075	0.8985524499085197	1.2557688601418653	2.0198555023338676	5.972976936759414	21.83679302045728	85.98194945848375	328.37304452466907	1278.2868142444659	5448.653846153846	20874.0	87120.625	338537.5	339592.5	333287.5	329717.5	325540.0	335020.0	302975.0	314222.5	303700.0	314782.5	304612.5	302040.0	298235.0	293235.0	287067.5	286045.0	275995.0	277572.5	271817.5	289970.0	279865.0	274132.5	266637.5	252620.0	246525.0	241822.5	238517.5	236377.5	245805.0	236467.5	239637.5	222487.5	285062.5	161610.0	193510.0	205815.0	204412.5	202955.0	203640.0	200450.0	198042.5	191935.0	197490.0	176527.5	175302.5	169795.0	161907.5	154690.0	147665.0	148472.5	155955.0	149660.0	137535.0	149052.5	130632.5	125882.5	126402.5	134112.5	262500.0	888545.0	207422.5	67220.0	32185.0	22487.5	19125.0	15960.0	14130.0	12842.5	12662.5	11692.5	10335.0	9822.5	8925.0	8440.0	7307.5	7027.5	5990.0	4945.0	4272.5	3550.0	3227.5	2645.0	2357.5	2215.0	2080.0	1762.5	1507.5	1377.5	1230.0	1062.5	842.5	617.5	555.0	470.0	555.0	510.0	422.5	372.5	355.0	277.5	317.5	295.0	217.5	180.0	190.0	177.5	172.5	165.0	180.0	235.0	92.5	150.0	170.0	110.0	110.0	140.0	172.5	162.5	117.5	172.5	132.5	152.5	120.0	110.0	120.0	130.0	130.0	157.5	160.0	177.5	190.0	195.0	377.5	325.0	585.0	762.5	2230.0	27227.5
Sham_Sal_3_2 - Adapter 1	0.6951632831661532	0.9089737670252745	1.3011723395554136	2.0166120609014886	5.819961567533215	21.946149217809868	82.05294825511432	308.9241877256318	1232.1366698748795	5233.807692307692	19908.76923076923	83543.75	347662.5	403697.5	279567.5	341312.5	302482.5	259585.0	298267.5	286372.5	279590.0	300525.0	305677.5	297925.0	290412.5	287102.5	279455.0	290422.5	262915.0	318577.5	225765.0	286227.5	256635.0	277087.5	259922.5	277317.5	210520.0	252962.5	213452.5	221875.0	218890.0	227885.0	220027.5	217072.5	224897.5	216185.0	213540.0	198507.5	204257.5	206845.0	197145.0	196912.5	211965.0	200925.0	173660.0	193047.5	182810.0	164712.5	156325.0	171240.0	147657.5	141715.0	179855.0	100912.5	129652.5	122417.5	130090.0	122307.5	119915.0	115250.0	110737.5	106292.5	106372.5	115822.5	247625.0	714535.0	110017.5	28322.5	15612.5	12632.5	11472.5	10042.5	9517.5	9700.0	8992.5	8875.0	7725.0	6602.5	5647.5	4942.5	4367.5	3392.5	3302.5	2705.0	2395.0	2255.0	1922.5	1660.0	1522.5	1402.5	1352.5	1160.0	952.5	690.0	647.5	550.0	555.0	442.5	555.0	382.5	355.0	300.0	272.5	277.5	242.5	165.0	217.5	230.0	155.0	155.0	190.0	120.0	107.5	102.5	130.0	105.0	122.5	95.0	110.0	140.0	75.0	107.5	105.0	72.5	77.5	70.0	105.0	47.5	35.0	67.5	115.0	50.0	55.0	57.5	135.0	102.5	272.5	235.0	997.5	21735.0
Sham_Sal_4_1 - Adapter 1	0.5266874400144766	0.711085570227311	1.0107325478207498	1.793253687465549	5.840405943729256	22.02157935887412	89.48145368111591	340.25018764073053	1362.8828828828828	5650.04	22320.645161290322	89592.5	357040.0	356650.0	354960.0	353200.0	359445.0	365725.0	349510.0	351095.0	348385.0	368590.0	356107.5	361315.0	363385.0	348375.0	354455.0	357412.5	345510.0	347247.5	337652.5	365770.0	344352.5	359565.0	346462.5	343007.5	349770.0	339027.5	337100.0	340547.5	330745.0	331565.0	343567.5	322715.0	425642.5	236605.0	282397.5	311550.0	303012.5	304722.5	300367.5	305222.5	303085.0	296715.0	312977.5	286435.0	289815.0	283315.0	266815.0	254217.5	246402.5	249970.0	264565.0	252617.5	237950.0	260202.5	237570.0	234965.0	239272.5	281557.5	2001995.0	2441197.5	584022.5	237942.5	109235.0	75392.5	55527.5	44422.5	41682.5	37155.0	34742.5	33120.0	30370.0	27980.0	26665.0	25052.5	22950.0	21457.5	19437.5	16675.0	14795.0	12897.5	11452.5	10570.0	9810.0	8705.0	7905.0	7370.0	6522.5	6095.0	5575.0	4365.0	3937.5	3272.5	2727.5	2610.0	2567.5	2525.0	2452.5	2095.0	2135.0	1870.0	1747.5	1727.5	1607.5	1572.5	1450.0	1350.0	1380.0	1415.0	1445.0	1275.0	1270.0	1357.5	1190.0	1282.5	1202.5	1402.5	1325.0	1407.5	1450.0	1627.5	1685.0	1647.5	1797.5	3815.0	2175.0	1757.5	1535.0	1667.5	1872.5	2195.0	2582.5	2957.5	3895.0	5165.0	7895.0	11115.0	35572.5	426480.0
Sham_Sal_4_2 - Adapter 1	0.5163738622316256	0.6744497541954627	1.0053645635831256	1.6733744072494419	5.905887044124488	22.39577795152463	84.91962219303184	309.2594445834376	1236.5165165165165	5420.12	20343.06451612903	82676.875	374782.5	445577.5	276207.5	367892.5	319885.0	265300.0	321832.5	304172.5	294930.0	328640.0	356275.0	352247.5	344442.5	340975.0	336570.0	366457.5	317592.5	406227.5	264687.5	349027.5	310285.0	359005.0	339605.0	383757.5	274375.0	359910.0	288980.0	296555.0	291472.5	311152.5	301605.0	303442.5	324492.5	323127.5	317910.0	290225.0	300182.5	311835.0	286160.0	298532.5	336907.5	315547.5	271722.5	321545.0	299092.5	269867.5	253107.5	287320.0	242417.5	234400.0	306150.0	156802.5	213717.5	201717.5	232622.5	221640.0	217647.5	211600.0	207602.5	204235.0	215070.0	282770.0	2112817.5	2124420.0	389317.5	115757.5	58462.5	45372.5	36930.0	31237.5	29297.5	28485.0	26900.0	26205.0	22880.0	21017.5	17645.0	16195.0	13630.0	11660.0	11047.5	9502.5	8892.5	8190.0	7167.5	6282.5	5630.0	5082.5	4850.0	3822.5	3295.0	2640.0	2232.5	2102.5	2040.0	1835.0	1785.0	1527.5	1397.5	1032.5	985.0	872.5	792.5	745.0	715.0	675.0	540.0	515.0	527.5	420.0	425.0	372.5	340.0	280.0	297.5	300.0	245.0	267.5	220.0	270.0	257.5	232.5	260.0	302.5	252.5	227.5	217.5	255.0	352.5	340.0	317.5	487.5	735.0	1092.5	1777.5	2697.5	14077.5	353105.0
Sham_oxy_1_1 - Adapter 1	0.21660850288925645	0.2030105981291585	0.35762009387551896	0.7436758337111677	2.5727787245352634	9.849752192742452	41.201375859912446	165.86293146573286	657.047047047047	3158.76	12357.258064516129	49881.875	205292.5	212847.5	230167.5	237495.0	251582.5	288340.0	253440.0	272450.0	277895.0	295510.0	324840.0	325822.5	315457.5	324070.0	319322.5	337070.0	340940.0	360602.5	347095.0	360282.5	413735.0	466540.0	471187.5	517062.5	513785.0	538850.0	478240.0	532617.5	554912.5	628275.0	628292.5	624550.0	936770.0	473200.0	703550.0	819682.5	866237.5	779142.5	868297.5	884847.5	766387.5	821792.5	872720.0	806737.5	959340.0	982892.5	942875.0	891150.0	804970.0	762315.0	878472.5	892300.0	863302.5	1072175.0	1032792.5	938062.5	932720.0	1052535.0	1349427.5	9616115.0	2404355.0	720122.5	298040.0	202092.5	184415.0	149480.0	128460.0	129387.5	143555.0	134355.0	120690.0	107657.5	98252.5	96080.0	86605.0	84512.5	84325.0	65492.5	61610.0	51627.5	49692.5	44692.5	38802.5	38555.0	36140.0	30182.5	29077.5	24145.0	20662.5	17967.5	15387.5	12995.0	11280.0	11395.0	10782.5	10447.5	10280.0	8717.5	7552.5	6315.0	6325.0	4845.0	4865.0	4892.5	5405.0	4797.5	4000.0	3972.5	3700.0	2695.0	2777.5	1995.0	1532.5	1267.5	1025.0	1145.0	962.5	645.0	457.5	297.5	270.0	257.5	202.5	427.5	152.5	137.5	50.0	62.5	35.0	92.5	30.0	70.0	137.5	110.0	172.5	255.0	562.5	7237.5
