Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
SNI_Sal_1_1	2339.0	1451.5	597.5	648.0	705.5	810.0	1040.0	1307.5	1546.5	1813.0	1984.5	2006.0	1934.0	1772.0	1763.0	1991.5	2401.5	3101.5	4361.5	5914.0	7149.0	8964.5	12646.5	18892.5	28059.5	40981.5	62097.5	92556.0	121240.0	153305.0	202606.0	255666.0	302006.0	360173.5	427622.0	488313.5	540104.5	588805.0	627317.5	659424.5	692384.5	735222.0	758735.0	766643.5	837296.5	883002.5	881614.0	883891.0	884503.5	868653.5	826198.5	792626.0	786748.5	758370.0	695837.5	644342.5	580277.5	521462.5	483566.5	459525.0	445129.5	446661.5	420220.5	372045.0	284544.0	163616.0	108191.5	94604.0	84797.0	69298.0	56942.0	54597.0	46530.0	35753.0	37268.5	42559.5	42758.0	47803.0	46337.5	40690.0	49004.0	58335.5	83082.0	84630.5	58749.0	43712.0	28016.0	16143.5	7016.0	3362.0	1727.0	481.5	158.0	93.0	60.0	40.5	32.0	28.0	14.0	2.5	2.5
SNI_Sal_1_2	1700.0	1274.0	844.5	841.5	888.5	970.5	1050.0	1169.5	1312.0	1461.0	1629.5	1831.5	2055.5	2319.0	2624.0	2991.0	3546.5	4307.5	5275.0	6795.5	9218.5	12970.0	18363.5	26606.5	38616.5	57304.0	82734.5	121702.5	158282.0	187619.5	230702.0	280644.5	339379.0	400411.0	456611.0	512564.0	556179.5	591399.5	621630.0	651317.0	684377.0	727288.0	755728.5	789560.0	856291.5	861984.5	826710.5	816624.0	810800.0	805481.5	794736.0	764236.0	733817.5	717277.5	674780.5	631901.0	596909.0	550128.5	500678.5	463204.0	450915.0	442023.0	408317.0	378831.5	316696.0	204372.5	140551.0	116897.5	103207.5	87756.5	70950.0	64360.0	59728.5	51991.0	50576.0	52498.5	47175.0	48434.0	45878.0	36416.5	36538.0	52947.5	92061.0	101021.5	72012.5	57690.0	44247.5	22474.5	9755.5	5562.0	3384.0	1817.5	1181.0	882.0	646.5	506.0	412.5	343.5	234.0	149.0	178.5
SNI_Sal_2_1	22663.0	12140.0	1356.5	1170.0	1182.5	953.5	684.0	616.5	564.0	391.5	304.0	289.0	263.5	248.0	284.5	317.5	349.5	462.0	663.5	897.5	1081.0	1411.5	2060.0	2938.0	4212.0	6087.5	8869.0	12590.5	16354.5	20728.0	26650.5	32992.5	39428.0	47202.5	57553.5	72090.0	90558.5	100605.0	107882.5	125675.5	137852.0	155710.0	188957.5	260957.5	344032.5	410493.0	613715.0	821909.0	1097697.5	1434610.0	1278462.0	1049986.0	1025631.5	963291.0	897032.0	888586.0	899991.5	854634.0	970913.0	970729.0	781271.0	717105.5	629632.0	459360.5	329329.0	354012.0	445671.5	521657.0	490025.0	379415.5	336431.0	274670.5	229158.5	229060.0	288183.0	388603.0	417979.5	332244.5	239736.5	188005.5	151719.0	158979.0	234244.0	242651.0	174145.5	142637.0	109043.5	67774.0	44296.0	35132.5	22277.5	10283.0	4971.0	3069.5	2474.5	1889.0	1315.5	938.5	520.5	238.5	192.5
SNI_Sal_2_2	4786.0	3673.0	3087.5	4433.5	4803.5	3737.5	2796.5	2469.5	2188.0	1721.5	1471.5	1415.5	1402.5	1371.5	1413.0	1478.5	1499.0	1522.0	1663.5	1942.0	2389.5	2949.5	3699.5	4759.0	6234.0	8562.5	11834.0	16394.5	21165.0	25506.0	30621.0	36720.0	44376.5	52723.5	61596.0	71458.5	83004.0	98791.0	117588.5	135076.5	157097.5	192081.0	254702.0	618018.0	909790.5	701103.0	661578.5	885302.0	918327.0	910950.0	957280.5	928454.5	945015.0	984267.0	909124.0	912337.0	983427.0	910912.0	873111.5	852835.0	758723.5	764352.0	695267.0	544648.5	457075.5	422399.0	454181.0	483074.0	469690.5	431355.0	384542.5	307862.5	284055.0	311426.0	303914.0	300973.0	286736.5	264883.5	264783.0	218811.0	169051.0	163615.5	205428.5	226364.0	195228.0	177787.0	157083.0	108224.0	68005.5	52531.5	36118.0	21495.0	14065.5	10360.0	8132.5	6406.0	4949.5	3979.0	2672.0	1434.0	1152.0
SNI_Sal_3_1	9144.0	5533.5	1878.5	1936.5	2031.0	2053.0	2249.0	2485.0	2518.0	2512.5	2654.5	2765.0	2670.5	2590.0	2898.0	3386.5	3804.0	4479.0	6003.0	7734.5	9045.5	11255.5	15634.5	22727.5	33824.5	49953.0	74858.0	108725.0	144858.5	187150.0	242331.5	300051.0	356502.0	418543.0	482774.5	546856.5	606766.5	657019.0	694933.5	725720.0	755357.0	783665.0	808189.0	828209.5	848198.0	863574.0	887851.5	940590.5	957985.5	887881.5	815824.5	777553.5	740518.5	688081.5	623293.0	565093.0	508307.0	456140.0	411567.0	375668.0	348936.5	330255.0	291940.5	249602.5	200640.0	136590.5	103078.5	94850.5	91735.5	87817.5	88848.5	97673.0	102647.0	124230.5	178796.5	225319.5	236396.0	252563.5	315450.0	418972.0	495202.0	520482.5	671431.5	708995.5	638295.0	671920.0	590678.0	394167.5	258904.5	211174.5	136531.5	67029.0	34453.5	20467.0	14878.0	11770.5	8576.0	4609.5	1578.0	662.0	375.5
SNI_Sal_3_2	4004.0	3058.0	2293.5	2807.5	3064.5	2863.5	2778.5	2869.0	2933.5	3003.0	3111.5	3280.0	3519.5	3904.0	4410.0	4873.0	5461.0	6439.0	7807.5	9639.0	12174.0	16185.5	22291.0	31723.0	45204.5	64204.0	90664.0	127614.5	167890.0	210670.0	262891.5	319090.0	379819.0	441565.5	501223.0	562409.5	615535.0	656149.0	689214.5	721833.0	752233.0	780095.5	809447.5	879031.0	933830.0	897688.5	856983.0	847136.0	836943.5	819336.5	793474.0	755520.0	710847.5	665978.0	613434.5	559884.0	509679.5	464822.0	419687.0	378464.5	349411.0	325156.5	291717.0	257655.0	215709.5	157393.5	120633.0	106962.5	99276.5	94187.0	89711.0	89162.5	99492.5	130717.0	179444.0	223916.5	240038.0	268798.0	330956.0	412036.5	463173.0	476655.0	641398.0	713845.5	647573.0	689392.5	631458.5	419673.0	271167.5	221920.0	148253.0	77007.0	41734.5	25941.5	18989.5	14875.0	11229.5	6978.5	3453.5	1939.0	1355.5
SNI_Sal_4_1	231.0	173.5	129.5	140.5	154.5	176.0	186.0	215.0	240.5	245.0	244.0	240.0	227.0	220.0	245.0	293.5	363.5	470.0	670.0	894.5	1137.0	1694.5	2964.0	4051.5	6502.5	9469.0	17197.0	32839.0	37596.0	38479.5	61119.5	85190.0	95839.5	109725.0	129794.5	154160.0	182218.5	192740.5	184002.5	182952.0	190847.0	200013.0	230240.0	323766.5	478936.0	597067.5	688238.0	800959.0	904457.0	906155.0	852352.5	956575.0	1015205.0	945958.0	912486.0	918941.5	993643.5	959855.0	960059.5	1019233.5	965728.5	984393.5	876521.5	734290.0	732216.0	622614.0	472308.5	433869.0	421899.5	422237.0	424031.0	368675.0	423853.0	443115.5	329758.0	273626.5	311352.0	293670.5	196864.0	146888.0	165217.5	225208.5	198090.5	158193.0	125177.0	81683.0	72647.5	43263.0	15155.5	5305.0	2480.5	1188.5	646.0	432.5	319.0	211.5	148.0	129.0	71.0	16.5	15.0
SNI_Sal_4_2	87.0	77.5	85.5	117.0	134.0	148.5	173.0	186.5	195.5	210.5	235.5	269.0	316.0	373.0	429.5	494.5	577.0	695.5	883.0	1132.5	1581.0	2405.5	3723.0	5499.5	7704.5	14979.5	23959.5	40208.5	51249.0	52366.5	64246.0	80776.5	111730.5	139850.0	151152.5	169513.5	186949.5	188353.0	175686.0	168408.5	179979.5	198166.5	235916.0	337078.5	454641.0	634443.0	782252.5	871761.5	975456.0	977558.5	901818.0	876285.5	999716.5	1063643.0	1010175.0	981170.0	1075918.5	996532.5	864821.0	890076.0	839181.0	757055.0	642228.5	516505.0	433962.5	439647.5	423132.5	420107.5	407643.5	392879.5	452481.0	465305.5	495376.5	490415.5	427602.0	360698.0	305661.0	310208.0	289818.5	209486.5	168489.5	210294.0	238078.5	222249.5	239696.0	238962.0	156920.5	85941.5	39957.0	14465.5	8186.0	5245.0	3595.5	2547.0	1802.0	1311.0	981.5	831.5	570.0	325.0	339.5
SNI_oxy_1_1	6401.0	3738.0	1112.0	1226.0	1290.5	1400.0	1796.0	2281.5	2609.0	2735.5	2780.0	2836.0	2813.0	2776.5	3126.0	3785.5	4664.0	6029.5	8157.0	9775.0	9846.5	10113.5	11854.0	15473.0	21509.5	30532.5	45929.5	69712.5	91759.5	116293.0	157512.5	203274.5	246326.5	301601.0	366326.0	426813.5	481771.5	530223.5	568332.5	599806.0	629879.0	661648.5	693180.0	720846.5	750711.5	774774.5	791036.0	829238.5	917264.0	1094570.5	1013378.5	794117.0	779745.0	739292.5	668367.0	619991.5	576930.0	548970.5	546671.5	585856.0	609250.0	625448.5	590658.5	510324.5	400894.0	228832.5	134848.5	118585.5	111808.0	94412.5	77822.0	74136.0	62259.0	49469.5	54242.5	62041.5	62768.5	65737.0	64629.0	65585.5	75134.5	90781.0	128563.0	129670.5	104004.5	90877.0	61356.0	32617.0	20041.0	18069.0	11458.5	4466.0	1721.5	851.0	542.5	421.0	298.5	190.0	94.5	40.0	32.0
